lon,lat
-70.758,41.483
-70.75,41.37
-70.75,41.37
-70.64,41.35
-70.64,41.35
-70.64,41.35
-70.64,41.35
-70.64,41.35
-70.64,41.36
-70.64,41.36
-70.64,41.36
-70.63,41.37
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-70.8,41.32
-70.8,41.32
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-71.61,41.41
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.65,41.45
-70.758,41.483
-69.7708,43.7394
-69.3333,44.5978
-69.3333,44.5978
-69.3308,44.6078
-72.52,41.46
-72.5,41.34
-71.9,41.61
-72.01,41.89
-70.09,43.82
-70.88,44.4
-70.88,44.4
-68.94,44.43
-70.035,44.238
-72.93,41.31
-72.93,41.31
-69.958,43.786
-72.2099,41.795
-72.2099,41.795
-72.2099,41.795
-72.2099,41.795
-72.25,41.8083
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.9507,43.3823
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.25,41.8083
-72.78,41.85
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-71.5071,41.4903
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-69.1867,45.0133
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-73.2819,41.9847
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-69.2083,44.26
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.731,41.2949
-72.729,41.2868
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-68.2372,44.3662
-72.2561,41.962
-72.25,41.9646
-72.511,41.3065
-70.8,43.61
-72.5516,41.4768
-73.22,41.98
-73.22,41.98
-73.22,41.98
-73.22,41.98
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.26,41.9278
-72.2561,41.962
-72.252,41.9529
-72.25,41.9646
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-69.09,44.06
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-71.9213,41.6022
-70.8,43.61
-69.3333,44.5978
-69.3333,44.5978
-69.3333,44.5978
-69.3333,44.5978
-69.3333,44.5978
-68.7,44.29
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.93,41.31
-72.8,41.55
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.3038,41.7698
-72.3038,41.7698
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.69,41.92
-70.8,43.61
-73.22,41.98
-73.22,41.98
-73.22,41.98
-73.22,41.98
-73.22,41.98
-73.22,41.98
-73.22,41.98
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-69.15,44.44
-69.15,44.44
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.918,44.224
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-68.45,46.78
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.21,41.7
-67.55,45.05
-67.66,44.95
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-68.65,44.93
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.25,41.8083
-72.25,41.8083
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-69.59,45.46
-73.26,41.95
-73.26,41.95
-72.3697,41.737
-72.93,41.32
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.912,41.93
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.731,41.2949
-72.729,41.2868
-72.5516,41.4768
-72.511,41.3065
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.71,41.27
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.2561,41.962
-72.25,41.9646
-72.26,41.9278
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-70.8,43.61
-72.91,41.33
-72.25,41.8083
-72.92,41.32
-72.91,41.33
-72.3606,42.0119
-72.3606,42.0119
-72.3606,42.0119
-72.93,41.32
-73.084,42.001
-73.084,42.001
-70.599,43.248
-70.0036,41.3198
-70.0264,41.2739
-70.0264,41.2739
-70.0264,41.2739
-70.1217,41.2488
-70.0264,41.2739
-70.0036,41.3198
-70.1217,41.2488
-70.1614,41.2586
-70.1645,41.2574
-70.1567,41.2598
-70.0311,41.2813
-70.0311,41.2813
-70.1613,41.2584
-70.1567,41.2598
-70.0215,41.262
-70.1567,41.2598
-70.1773,41.2659
-70.1407,41.2721
-70.1407,41.2721
-70.1407,41.2721
-70.0036,41.3198
-70.0311,41.2813
-70.0813,41.2583
-70.1614,41.2586
-70.1217,41.2488
-70.0211,41.2621
-70.0311,41.2813
-70.0196,41.2643
-70.0199,41.2643
-70.0212,41.262
-70.0215,41.262
-70.1614,41.2586
-70.1567,41.2598
-70.1613,41.2584
-70.0201,41.2644
-70.1567,41.2598
-70.1645,41.2574
-70.0311,41.2813
-70.1613,41.2584
-70.1567,41.2598
-70.0036,41.3198
-70.0311,41.2813
-70.1217,41.2488
-70.0311,41.2813
-70.0264,41.2739
-70.1614,41.2586
-70.0211,41.2621
-70.0212,41.262
-70.0311,41.2813
-70.1613,41.2584
-70.1567,41.2598
-70.1614,41.2586
-70.1614,41.2586
-70.1645,41.2574
-70.1567,41.2598
-70.0311,41.2813
-70.1567,41.2598
-70.1613,41.2584
-70.1645,41.2574
-70.0311,41.2813
-70.0201,41.2644
-70.0199,41.2643
-70.0264,41.2739
-70.0264,41.2739
-70.0036,41.3198
-70.0813,41.2583
-70.0813,41.2583
-70.1217,41.2488
-70.0485,41.2544
-69.9878,41.2751
-70.0199,41.2643
-70.0201,41.2644
-70.0215,41.262
-70.0212,41.262
-70.0211,41.2621
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0507,41.278
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0345,41.2791
-70.0036,41.3198
-69.9878,41.2751
-70.0196,41.2643
-70.0196,41.2643
-70.0485,41.2544
-70.1773,41.2659
-70.1645,41.2574
-70.0311,41.2813
-70.1567,41.2598
-70.1613,41.2584
-70.1567,41.2598
-70.0311,41.2813
-70.1614,41.2586
-70.1645,41.2574
-70.1567,41.2598
-70.0311,41.2813
-70.1567,41.2598
-70.0858,41.2664
-70.0264,41.2739
-70.0264,41.2739
-70.1217,41.2488
-70.0036,41.3198
-70.0311,41.2813
-70.0813,41.2583
-70.0215,41.262
-70.1614,41.2586
-70.0211,41.2621
-70.0212,41.262
-70.1567,41.2598
-70.1645,41.2574
-70.0311,41.2813
-70.1645,41.2574
-70.1567,41.2598
-70.1567,41.2598
-70.1567,41.2598
-70.1567,41.2598
-70.0311,41.2813
-70.0311,41.2813
-70.0264,41.2739
-70.1614,41.2586
-70.1613,41.2584
-70.0311,41.2813
-70.1645,41.2574
-70.1567,41.2598
-70.1217,41.2488
-70.0813,41.2583
-70.0311,41.2813
-70.0036,41.3198
-70.0212,41.262
-70.0211,41.2621
-70.0485,41.2544
-69.9878,41.2751
-70.0036,41.3198
-70.0311,41.2813
-70.1567,41.2598
-70.1613,41.2584
-70.1645,41.2574
-70.1567,41.2598
-70.0311,41.2813
-70.1645,41.2574
-70.1567,41.2598
-70.1567,41.2598
-70.1217,41.2488
-70.0311,41.2813
-70.1614,41.2586
-70.0264,41.2739
-70.0036,41.3198
-70.0813,41.2583
-70.0201,41.2644
-70.0201,41.2644
-70.0311,41.2813
-70.0311,41.2813
-70.0196,41.2643
-70.2679,41.3049
-69.9878,41.2751
-70.0311,41.2813
-70.0311,41.2813
-70.1567,41.2598
-70.1613,41.2584
-70.1614,41.2586
-70.0485,41.2544
-70.1567,41.2598
-70.1567,41.2598
-70.1645,41.2574
-70.1613,41.2584
-70.0311,41.2813
-70.3071,41.3362
-70.0036,41.3198
-70.0036,41.3198
-70.1217,41.2488
-70.0813,41.2583
-70.0311,41.2813
-70.0311,41.2813
-70.1567,41.2598
-70.1614,41.2586
-70.1613,41.2584
-70.1645,41.2574
-70.1567,41.2598
-70.0264,41.2739
-70.0311,41.2813
-70.0036,41.3198
-70.0264,41.2739
-70.1217,41.2488
-70.0311,41.2813
-70.1567,41.2598
-70.0036,41.3198
-70.1567,41.2598
-70.0311,41.2813
-70.1567,41.2598
-70.1613,41.2584
-70.0311,41.2813
-70.0813,41.2583
-70.0264,41.2739
-70.1567,41.2598
-70.1217,41.2488
-70.1567,41.2598
-70.1567,41.2598
-70.0813,41.2583