"Species","Cluster","Population","ID","Latitude","Longitude","LTRS","WNT","EN","EF","ZMP","AML","ATPS","MP20"
"Peninsula","CBP-C","166","166_7A",25.91409,-112.08062,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","05:08"
"Peninsula","CBP-C","166","166_8A",25.91409,-112.08062,"01:02","03:03","01:01","02:02","02:02","07:08","05:05","05:07"
"Peninsula","CBP-C","166","166_9A",25.91409,-112.08062,"01:01","03:03","01:01","02:02","02:02","05:05","05:05","05:07"
"Peninsula","CBP-C","166","166_10A",25.91409,-112.08062,"01:01","03:03","01:01","02:02","01:02","07:07","05:05","05:05"
"Peninsula","CBP-C","64","64_5A",25.60521,-111.32638,"01:02","03:03","01:01","02:02","01:02","07:07","05:05","07:07"
"Peninsula","CBP-C","64","64_6A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:02","07:07","05:05","07:07"
"Peninsula","CBP-C","64","64_7A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:01","06:06","05:05","07:07"
"Peninsula","CBP-C","64","64_8A",25.60521,-111.32638,"01:01","01:03","01:01","02:02","01:02","06:08","05:05","07:07"
"Peninsula","CBP-C","64","64_14A",25.60521,-111.32638,"02:02","01:03","01:01","02:02","01:01","07:07","05:05","07:07"
"Peninsula","CBP-C","168","168_1A",25.55757,-111.21563,"01:01","03:03","01:01","02:02","01:01","07:08","05:05","05:07"
"Peninsula","CBP-C","168","168_2A",25.55757,-111.21563,"01:01","01:03","01:01","02:02","01:01","07:09","05:05","06:07"
"Peninsula","CBP-C","168","168_3A",25.55757,-111.21563,"01:02","03:03","01:04","02:02","01:01","07:07","05:05","06:06"
"Peninsula","CBP-C","168","168_4A",25.55757,-111.21563,"01:02","03:03","01:04","02:02","01:02","07:08","05:05","07:07"
"Peninsula","CBP-C","168","168_5A",25.55757,-111.21563,"01:02","03:03","01:01","02:02","01:02","07:09","05:05","06:07"
"Peninsula","CBP-C","168","168_6A",25.55757,-111.21563,"01:01","03:03","01:01","02:02","01:01","08:08","05:05","05:06"
"Peninsula","CBP-C","168","168_7A",25.55757,-111.21563,"01:01","03:04","01:01","02:02","01:01","08:08","05:05","05:07"
"Peninsula","CBP-C","168","168_8A",25.55757,-111.21563,"01:01","03:04","01:01","02:02","01:02","07:09","05:05","07:07"
"Peninsula","CBP-C","168","168_9A",25.55757,-111.21563,"01:02","01:03","01:01","02:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","168","168_10A",25.55757,-111.21563,"01:02","01:03","01:01","02:02","01:02","07:07","05:05","06:06"
"Peninsula","CBP-C","51","51_13A",25.34819,-111.60056,"02:02","03:05","01:01","02:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","51","51_15A",25.34819,-111.60056,"02:02","03:05","01:01","02:02","02:02","06:07","05:05","05:07"
"Peninsula","CBP-C","51","51_16A",25.34819,-111.60056,"02:02","03:04","01:01","02:02","01:02","08:08","05:05","05:06"
"Peninsula","CBP-C","51","51_17A",25.34819,-111.60056,"01:02","03:03","01:01","02:02","01:02","07:08","05:05","05:05"
"Peninsula","CBP-C","51","51_18A",25.34819,-111.60056,"02:02","03:03","01:01","02:02","01:02","07:07","05:05","05:05"
"Peninsula","CBP-C","51","51_19A",25.34819,-111.60056,"01:02","03:03","01:01","02:02","01:02","08:08","05:05","05:07"
"Peninsula","CBP-C","51","51_20A",25.34819,-111.60056,"02:02","03:03","01:01","02:02","01:02","08:08","05:05","05:05"
"Cape","SCBP-A","Const","Con_1A",25.0247,-111.675,"01:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","Const","Con_2A",25.0247,-111.675,"02:02","02:02","01:01","01:01","02:02","03:03","03:03","19:19"
"Cape","SCBP-A","Const","Con_3A",25.0247,-111.675,"02:02","02:02","01:01","01:01","02:02","04:04","03:03","18:18"
"Peninsula","CBP-C","Const","Con_4A",25.0247,-111.675,"02:02","01:01","01:01","01:01","01:02","08:08","05:05","05:07"
"Cape","SCBP-A","Const","Con_5A",25.0247,-111.675,"01:02","01:01","01:01","01:02","","","09:09","18:18"
"Cape","SCBP-A","Const","Con_6A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:19"
"Cape","SCBP-A","Const","Con_7A",25.0247,-111.675,"02:02","02:02","01:02","01:01","02:02","03:04","03:03","18:18"
"Peninsula","CBP-C","Const","Con_8A",25.0247,-111.675,"01:02","01:01","01:01","02:02","02:02","07:08","05:05","05:05"
"Cape","SCBP-A","Const","Con_9A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","03:03","03:03","18:18"
"Cape","SCBP-A","Const","Con_10A",25.0247,-111.675,"02:02","02:02","02:02","01:01","02:02","03:04","03:03","18:18"
"Peninsula","CBP-C","Const","Con_11A",25.0247,-111.675,"01:02","01:04","01:01","01:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","77","77_11A",24.87611,-110.69175,"01:02","03:04","01:01","01:01","02:02","07:07","05:05","06:06"
"Peninsula","CBP-C","77","77_12A",24.87611,-110.69175,"01:01","03:03","01:01","02:02","02:02","07:07","05:05","05:06"
"Peninsula","CBP-C","77","77_13A",24.87611,-110.69175,"01:01","03:03","01:01","01:01","02:02","07:07","05:05","06:06"
"Cape","SCBP-A","77","77_14A",24.87611,-110.69175,"02:02","02:02","01:01","01:01","02:02","04:04","03:03","18:18"
"Peninsula","CBP-C","77","77_15A",24.87611,-110.69175,"01:02","03:03","01:01","01:02","02:02","07:08","05:05","05:06"
"Peninsula","CBP-C","77","77_16A",24.87611,-110.69175,"01:02","03:03","01:01","01:01","02:02","07:07","05:05","06:06"
"Peninsula","CBP-C","77","77_17A",24.87611,-110.69175,"02:02","03:03","01:01","02:02","02:02","07:08","05:05","05:06"
"Peninsula","CBP-C","77","77_18A",24.87611,-110.69175,"01:01","03:03","01:01","01:01","02:02","07:08","05:05","06:07"
"Peninsula","CBP-C","77","77_19A",24.87611,-110.69175,"01:01","03:03","01:01","01:01","02:02","07:07","05:05","06:06"
"Peninsula","CBP-C","77","77_20A",24.87611,-110.69175,"01:02","03:03","01:01","01:01","02:02","09:09","05:05","05:06"
"Cape","SCBP-A","164","164_12A",24.74642,-111.5441,"01:01","01:02","01:02","01:01","02:02","03:04","03:03","18:18"
"Peninsula","CBP-C","164","164_13A",24.74642,-111.5441,"01:02","01:04","01:01","02:02","02:02","08:08","05:05","05:06"
"Cape","SCBP-A","164","164_14A",24.74642,-111.5441,"02:02","02:02","02:02","01:01","02:02","03:05","03:03","18:18"
"Peninsula","CBP-C","164","164_15A",24.74642,-111.5441,"02:02","01:01","01:01","01:02","01:01","08:08","05:05","05:05"
"Peninsula","CBP-C","164","164_16A",24.74642,-111.5441,"02:02","01:04","01:01","01:01","01:02","07:08","05:05","05:05"
"Peninsula","CBP-C","164","164_18A",24.74642,-111.5441,"02:02","01:01","01:01","02:02","01:01","07:08","05:05","05:05"
"Peninsula","CBP-C","164","164_19A",24.74642,-111.5441,"02:02","04:04","01:01","01:02","01:02","08:08","05:05","05:06"
"Peninsula","CBP-C","164","164_20A",24.74642,-111.5441,"01:02","01:03","01:01","02:02","01:02","08:08","05:05","05:05"
"Peninsula","CBP-C","164","164_21A",24.74642,-111.5441,"01:01","01:03","01:01","01:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","164","164_22A",24.74642,-111.5441,"01:02","04:04","01:01","02:02","01:02","08:08","05:05","05:05"
"Cape","SCBP-A","75","75_28A",24.58843,-110.74599,"02:02","02:02","01:01","01:01","02:02","05:05","03:03","18:19"
"Cape","SCBP-A","75","75_29A",24.58843,-110.74599,"01:02","","01:01","02:02","","","03:03","18:18"
"Cape","SCBP-A","75","75_30A",24.58843,-110.74599,"02:02","02:02","01:02","01:02","","","02:02","18:18"
"Cape","SCBP-A","75","75_31A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","75","75_32A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","17:18"
"Cape","SCBP-A","75","75_33A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","17:17"
"Cape","SCBP-A","75","75_34A",24.58843,-110.74599,"01:02","02:02","01:01","01:02","","","03:03","17:18"
"Cape","SCBP-A","75","75_35A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","17:17"
"Cape","SCBP-A","75","75_36A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","18:18"
"Peninsula","SBP-C","75","75_37A",24.58843,-110.74599,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","10:10"
"Cape","SCBP-A","75","75_38A",24.58843,-110.74599,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","163","163_1A",24.2115,-110.951,"02:02","02:02","02:02","01:01","02:02","03:05","03:03","18:18"
"Peninsula","SBP-C","163","163_2A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","10:11"
"Peninsula","SBP-C","163","163_3A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","11:11"
"Peninsula","SBP-C","163","163_4A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","11:11"
"Peninsula","SBP-C","163","163_5A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","11:11"
"Cape","SCBP-A","163","163_6A",24.2115,-110.951,"01:02","02:02","02:02","01:01","02:02","03:05","03:03","18:18"
"Peninsula","SBP-C","163","163_7A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","11:11"
"Peninsula","SBP-C","163","163_9A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","10:11"
"Cape","SCBP-A","163","163_11A",24.2115,-110.951,"01:02","02:02","02:02","01:01","02:02","03:03","03:03","18:18"
"Peninsula","SBP-C","163","163_12A",24.2115,-110.951,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","11:11"
"Peninsula","SBP-C","ESan","167_1A",24.45879,-110.36857,"02:02","03:03","01:01","01:01","02:02","06:06","05:05","11:11"
"Cape","SCBP-A","ESan","167_2A",24.45879,-110.36857,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","ESan","167_3A",24.45879,-110.36857,"02:02","02:02","02:02","01:01","02:02","05:05","03:03","18:18"
"Peninsula","SBP-C","ESan","167_4A",24.45879,-110.36857,"02:02","03:03","01:01","01:01","02:02","06:06","08:08","10:11"
"Cape","SCBP-A","ESan","167_5A",24.45879,-110.36857,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","ESan","167_6A",24.45879,-110.36857,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","ESan","167_7A",24.45879,-110.36857,"02:02","01:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","ESan","167_7B",24.45879,-110.36857,"02:02","01:02","01:02","01:01","02:02","04:04","03:03","17:17"
"Peninsula","CBP-C","153","153_11A",24.13389,-110.46236,"02:02","01:03","01:01","02:02","01:01","07:08","05:05","07:07"
"Peninsula","CBP-C","153","153_12A",24.13389,-110.46236,"02:02","03:03","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","153","153_13A",24.13389,-110.46236,"02:02","01:03","01:01","02:02","02:02","07:09","05:05","05:05"
"Peninsula","CBP-C","153","153_14A",24.13389,-110.46236,"01:02","01:03","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","153","153_15A",24.13389,-110.46236,"02:02","03:03","01:01","02:02","02:02","07:07","05:05","05:05"
"Peninsula","CBP-C","153","153_16A",24.13389,-110.46236,"01:02","01:03","01:01","02:02","02:02","07:07","05:05","05:07"
"Peninsula","CBP-C","153","153_17A",24.13389,-110.46236,"02:02","01:03","01:01","02:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","153","153_18A",24.13389,-110.46236,"02:02","01:03","01:01","02:02","02:02","08:08","05:05","05:05"
"Peninsula","CBP-C","153","153_19A",24.13389,-110.46236,"02:02","01:03","01:01","02:02","02:02","07:08","05:05","05:08"
"Peninsula","CBP-C","153","153_20A",24.13389,-110.46236,"01:02","01:03","01:01","02:02","02:02","07:08","05:05","05:06"
"Cape","SCBP-A","48","48_11A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","48","48_12A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","01:01","17:17"
"Cape","SCBP-A","48","48_13A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","48","48_14A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","48","48_15A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","48","48_16A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","48","48_17A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","17:18"
"Cape","SCBP-A","48","48_18A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","17:17"
"Cape","SCBP-A","48","48_19A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","48","48_20A",24.21441,-110.27252,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","156","156_11A",24.0438,-109.989,"02:02","02:02","02:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","156","156_12A",24.0438,-109.989,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","17:17"
"Cape","SCBP-A","156","156_13A",24.0438,-109.989,"02:02","02:02","01:02","01:01","02:02","04:04","03:06","18:18"
"Cape","SCBP-A","156","156_14A",24.0438,-109.989,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","156","156_15A",24.0438,-109.989,"02:02","01:01","02:02","01:01","02:02","04:04","03:03","16:17"
"Cape","SCBP-A","156","156_16A",24.0438,-109.989,"02:02","02:02","02:02","01:01","02:02","05:05","03:03","17:18"
"Cape","SCBP-A","157","157_14A",24.0195,-110.096,"02:02","02:02","02:02","01:01","02:02","05:05","03:03","17:18"
"Cape","SCBP-A","157","157_15A",24.0195,-110.096,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","17:18"
"Peninsula","SBP-C","157","157_16A",24.0195,-110.096,"02:02","01:03","01:01","01:01","02:02","06:06","05:05","11:11"
"Cape","SCBP-A","157","157_17A",24.0195,-110.096,"02:02","02:02","01:02","01:01","02:02","04:04","03:06","17:17"
"Cape","SCBP-A","157","157_18A",24.0195,-110.096,"02:02","02:02","01:02","01:01","02:02","04:04","03:06","18:18"
"Peninsula","SBP-C","157","157_19A",24.0195,-110.096,"02:02","03:03","01:01","01:01","02:02","06:06","05:07","11:11"
"Cape","SCBP-A","157","157_20A",24.0195,-110.096,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","157","157_21A",24.0195,-110.096,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","157","157_22A",24.0195,-110.096,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","17:18"
"Cape","SCBP-A","157","157_23A",24.0195,-110.096,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","17:17"
"Peninsula","SBP-C","73","73_11A",24.00789,-109.85071,"02:02","03:03","01:01","01:01","02:02","06:07","05:05","11:11"
"Cape","SCBP-A","73","73_12A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","73","73_13A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","18:19"
"Cape","SCBP-A","73","73_14A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","17:17"
"Cape","SCBP-A","73","73_15A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","","05:05","03:03","18:18"
"Peninsula","SBP-C","73","73_16A",24.00789,-109.85071,"02:02","03:03","01:01","01:01","02:02","06:07","05:05","10:11"
"Cape","SCBP-A","73","73_17A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","73","73_18A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","73","73_19A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","73","73_20A",24.00789,-109.85071,"02:02","02:02","01:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","Aqu","174_11A",23.2855,-110.10429,"01:02","02:02","01:02","01:01","02:02","05:05","03:03","18:18"
"Peninsula","SBP-C","Aqu","174_12A",23.2855,-110.10429,"02:02","03:03","01:01","01:01","02:02","06:06","05:05","11:11"
"Peninsula","SBP-C","Aqu","174_13A",23.2855,-110.10429,"02:02","03:03","01:01","01:01","02:02","06:06","05:05","10:10"
"Cape","SCBP-A","Aqu","174_14A",23.2855,-110.10429,"01:02","02:02","01:01","01:01","02:02","04:04","03:03","18:19"
"Cape","SCBP-A","Aqu","174_15A",23.2855,-110.10429,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Peninsula","CBP-C","Aqu","174_16A",23.2855,-110.10429,"01:02","","","01:02","","","02:02",""
"Cape","SCBP-A","Aqu","174_17A",23.2855,-110.10429,"02:02","02:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Peninsula","SBP-C","Aqu","174_18A",23.2855,-110.10429,"02:02","03:03","01:01","01:01","02:02","05:06","05:05","11:11"
"Cape","SCBP-A","Mat","Mat1_1A",23.08984,-110.1091,"02:02","01:01","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","Mat","Mat1_1B",23.08984,-110.1091,"02:02","01:02","02:02","01:01","02:02","04:04","03:03","18:18"
"Cape","SCBP-A","Mat","Mat1_1C",23.08984,-110.1091,"02:02","01:01","02:02","01:01","02:02","05:05","03:03","17:18"
"Cape","SCBP-A","Mat","Mat1_1D",23.08984,-110.1091,"02:02","01:01","02:02","01:01","02:02","05:05","03:03","18:18"
"Peninsula","CBP-C","Mat","Mat1_3A",23.08984,-110.1091,"01:02","","","01:02","","","05:05",""
"Peninsula","SBP-C","98","98_12A",23.0757,-109.64869,"02:02","03:03","01:01","01:01","02:02","06:06","05:05","10:11"
"Cape","SCBP-A","98","98_13A",23.0757,-109.64869,"02:02","01:01","02:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","98","98_14A",23.0757,-109.64869,"02:02","01:01","02:02","01:01","02:02","05:05","03:03","18:18"
"Cape","SCBP-A","98","98_15A",23.0757,-109.64869,"02:02","01:01","02:02","01:01","02:02","05:05","03:03","18:18"
"Mainland","SON-B","101","101_1A",27.90509,-110.57436,"01:02","","01:01","","","","02:02",""
"Mainland","SON-B","101","101_2A",27.90509,-110.57436,"02:02","01:01","01:01","01:01","","","02:02","13:13"
"Mainland","SON-B","101","101_3A",27.90509,-110.57436,"01:02","","01:01","01:02","","","09:09",""
"Mainland","SON-B","101","101_4A",27.90509,-110.57436,"02:02","01:01","03:03","01:02","01:01","11:11","02:02","13:14"
"Mainland","SON-B","101","101_5A",27.90509,-110.57436,"01:02","01:01","01:01","01:02","","08:08","04:04","12:12"
"Mainland","SON-B","101","101_6A",27.90509,-110.57436,"01:02","01:01","03:03","01:02","","","02:02","12:12"
"Mainland","SON-B","101","101_8A",27.90509,-110.57436,"02:02","01:01","03:03","01:01","","","02:02","02:12"
"Mainland","SON-B","101","101_9A",27.90509,-110.57436,"01:02","","01:01","","","","02:09",""
"Mainland","SON-B","101","101_10A",27.90509,-110.57436,"02:02","01:01","01:03","01:01","","","02:09","11:12"
"Mainland","SON-B","32","32_1A",26.63783,-109.327,"01:02","01:03","01:01","01:02","02:02","","02:02","12:13"
"Mainland","SON-B","32","32_3A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","11:11","02:04","13:13"
"Mainland","SON-B","32","32_4A",26.63783,-109.327,"02:02","01:01","03:04","01:01","02:02","11:11","02:02","03:12"
"Mainland","SON-B","32","32_5A",26.63783,-109.327,"01:02","01:01","03:03","01:01","02:02","11:11","02:02","03:13"
"Mainland","SON-B","32","32_6A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","11:11","02:02","12:12"
"Mainland","SON-B","32","32_7A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","11:11","02:02","12:13"
"Mainland","SON-B","32","32_8A",26.63783,-109.327,"01:02","01:01","03:03","01:01","02:02","11:11","02:02","02:14"
"Mainland","SON-B","32","32_9A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","12:12","02:03","12:12"
"Mainland","SON-B","32","32_10A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","12:12","02:02","13:13"
"Mainland","SON-B","32","32_12A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","11:11","02:02","02:10"
"Mainland","SON-B","32","32_14A",26.63783,-109.327,"01:01","01:01","03:04","01:01","02:02","12:12","02:02","11:13"
"Mainland","SON-B","32","32_16A",26.63783,-109.327,"01:02","01:01","03:04","01:01","02:02","08:12","02:04","01:12"
"Mainland","SON-B","32","32_18A",26.63783,-109.327,"01:02","01:01","04:04","01:01","02:02","11:11","02:02","03:13"
"Mainland","SON-B","32","32_20A",26.63783,-109.327,"02:02","01:01","03:04","01:01","02:02","10:11","02:02","11:11"
"Mainland","SON-B","32","32_43A",26.63783,-109.327,"01:02","01:01","03:03","01:01","02:02","12:12","02:02","10:13"
"Mainland","SON-B","32","32_44A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","12:12","02:02","02:10"
"Mainland","SON-B","32","32_45A",26.63783,-109.327,"01:02","01:01","03:04","01:01","02:02","08:11","02:02","02:14"
"Mainland","SON-B","32","32_46A",26.63783,-109.327,"02:02","01:01","03:03","01:01","02:02","11:11","02:02","03:13"
"Mainland","SON-B","32","32_47A",26.63783,-109.327,"02:02","01:01","03:04","01:01","02:02","11:11","02:02","11:12"
"Mainland","SON-B","102","102_11A",26.38014,-109.12633,"02:02","","01:03","01:02","","","02:09","09:09"
"Mainland","SON-B","102","102_13A",26.38014,-109.12633,"01:02","01:01","03:03","01:02","","","02:02","03:12"
"Mainland","SON-B","102","102_14A",26.38014,-109.12633,"01:02","","","01:02","","","02:02","02:05"
"Mainland","SON-B","102","102_15A",26.38014,-109.12633,"01:02","01:01","03:03","01:01","","","02:02","11:12"
"Mainland","SON-B","102","102_16A",26.38014,-109.12633,"01:02","","03:03","01:02","","11:11","02:02","11:13"
"Mainland","SON-B","102","102_17A",26.38014,-109.12633,"02:02","01:01","01:01","01:01","","","02:02","12:12"
"Mainland","SON-B","102","102_18A",26.38014,-109.12633,"01:02","01:01","03:03","01:02","","","02:02","12:12"
"Mainland","SON-B","102","102_19A",26.38014,-109.12633,"02:02","01:01","03:03","01:02","","","02:02","03:13"
