"","clim","curve_1","curve_2","curve_3","curve_4","curve_5","curve_6","curve_7","curve_8","curve_9","curve_10","curve_11","curve_12","curve_13","curve_14","curve_15","curve_16","curve_17","curve_18","curve_19","curve_20","curve_21","curve_22","curve_23","curve_24","curve_25","curve_26","curve_27","curve_28","curve_29","curve_30","curve_31","curve_32","curve_33","curve_34","curve_35","curve_36","curve_37","curve_38","curve_39","curve_40","curve_41","curve_42","curve_43","curve_44","curve_45","curve_46"
"11.3",11.3,0.0264,0.0241,0.0211,0.0162,0.0112,0.00703,0.00431,0.00252,0.00133,0.00064,0.00064,0.000292,0.000119,4.7e-05,1.64e-05,5.53e-06,1.67e-06,4.84e-07,1.27e-07,3.08e-08,6.94e-09,1.44e-09,2.76e-10,4.96e-11,8.17e-12,1.26e-12,1.79e-13,2.36e-14,2.86e-15,3.23e-16,3.3e-17,3.23e-18,2.84e-19,2.4e-20,1.8e-21,1.31e-22,8.46e-24,5.2e-25,2.91e-26,1.56e-27,7.1e-29,3.34e-30,1.43e-31,5.5e-33,1.86e-34,5.24e-36
"11.4",11.4,0.0297,0.0283,0.0255,0.0201,0.0143,0.00926,0.00585,0.00352,0.00191,0.000946,0.000946,0.000444,0.000186,7.56e-05,2.72e-05,9.41e-06,2.92e-06,8.71e-07,2.35e-07,5.88e-08,1.36e-08,2.9e-09,5.74e-10,1.06e-10,1.8e-11,2.85e-12,4.17e-13,5.64e-14,7.04e-15,8.19e-16,8.59e-17,8.67e-18,7.82e-19,6.82e-20,5.25e-21,3.92e-22,2.62e-23,1.65e-24,9.52e-26,5.25e-27,2.46e-28,1.19e-29,5.24e-31,2.07e-32,7.21e-34,2.09e-35
"11.5",11.5,0.0333,0.0329,0.0305,0.0248,0.0181,0.0121,0.00783,0.00485,0.00271,0.00138,0.00138,0.000666,0.000287,0.00012,4.44e-05,1.58e-05,5.05e-06,1.55e-06,4.3e-07,1.11e-07,2.64e-08,5.79e-09,1.18e-09,2.24e-10,3.9e-11,6.36e-12,9.59e-13,1.33e-13,1.71e-14,2.05e-15,2.21e-16,2.3e-17,2.13e-18,1.91e-19,1.51e-20,1.16e-21,7.99e-23,5.19e-24,3.08e-25,1.74e-26,8.41e-28,4.18e-29,1.9e-30,7.72e-32,2.76e-33,8.23e-35
"11.6",11.6,0.0372,0.0378,0.036,0.0301,0.0227,0.0155,0.0104,0.0066,0.00379,0.00199,0.00199,0.000988,0.000438,0.000189,7.17e-05,2.63e-05,8.63e-06,2.73e-06,7.77e-07,2.06e-07,5.05e-08,1.14e-08,2.39e-09,4.66e-10,8.37e-11,1.4e-11,2.18e-12,3.11e-13,4.12e-14,5.07e-15,5.62e-16,6.01e-17,5.74e-18,5.3e-19,4.31e-20,3.41e-21,2.41e-22,1.61e-23,9.82e-25,5.73e-26,2.84e-27,1.45e-28,6.78e-30,2.84e-31,1.05e-32,3.21e-34
"11.7",11.7,0.0416,0.0429,0.042,0.0362,0.028,0.0197,0.0136,0.00888,0.00525,0.00283,0.00283,0.00145,0.00066,0.000292,0.000114,4.31e-05,1.46e-05,4.73e-06,1.39e-06,3.79e-07,9.55e-08,2.22e-08,4.78e-09,9.6e-10,1.77e-10,3.06e-11,4.88e-12,7.18e-13,9.77e-14,1.24e-14,1.41e-15,1.55e-16,1.53e-17,1.45e-18,1.21e-19,9.87e-21,7.17e-22,4.93e-23,3.1e-24,1.86e-25,9.48e-27,4.99e-28,2.39e-29,1.03e-30,3.91e-32,1.23e-33
"11.8",11.8,0.0464,0.0481,0.0484,0.0429,0.0341,0.0248,0.0175,0.0118,0.00717,0.00398,0.00398,0.00209,0.000982,0.000448,0.00018,6.99e-05,2.43e-05,8.12e-06,2.45e-06,6.88e-07,1.78e-07,4.26e-08,9.44e-09,1.95e-09,3.71e-10,6.58e-11,1.08e-11,1.64e-12,2.29e-13,2.98e-14,3.5e-15,3.96e-16,4.01e-17,3.91e-18,3.37e-19,2.82e-20,2.11e-21,1.49e-22,9.64e-24,5.95e-25,3.12e-26,1.69e-27,8.35e-29,3.7e-30,1.44e-31,4.68e-33
"11.9",11.9,0.0516,0.0532,0.0551,0.0502,0.0411,0.0307,0.0223,0.0155,0.00968,0.00553,0.00553,0.00299,0.00144,0.000677,0.00028,0.000112,4e-05,1.38e-05,4.27e-06,1.23e-06,3.29e-07,8.09e-08,1.84e-08,3.92e-09,7.66e-10,1.4e-10,2.37e-11,3.68e-12,5.3e-13,7.1e-14,8.59e-15,9.99e-16,1.04e-16,1.04e-17,9.26e-19,7.97e-20,6.13e-21,4.46e-22,2.96e-23,1.88e-24,1.02e-25,5.67e-27,2.88e-28,1.31e-29,5.26e-31,1.76e-32
"12",12,0.0573,0.0581,0.062,0.0581,0.049,0.0376,0.0281,0.02,0.0129,0.00758,0.00758,0.00422,0.0021,0.00101,0.00043,0.000177,6.5e-05,2.3e-05,7.35e-06,2.18e-06,6e-07,1.52e-07,3.56e-08,7.79e-09,1.56e-09,2.94e-10,5.11e-11,8.19e-12,1.21e-12,1.67e-13,2.08e-14,2.49e-15,2.66e-16,2.75e-17,2.51e-18,2.22e-19,1.76e-20,1.32e-21,9.01e-23,5.88e-24,3.27e-25,1.87e-26,9.79e-28,4.6e-29,1.9e-30,6.51e-32
"12.1",12.1,0.0635,0.0627,0.0689,0.0664,0.0575,0.0454,0.035,0.0257,0.017,0.0103,0.0103,0.00588,0.00301,0.00149,0.000653,0.000276,0.000105,3.8e-05,1.25e-05,3.82e-06,1.08e-06,2.81e-07,6.77e-08,1.53e-08,3.15e-09,6.09e-10,1.09e-10,1.8e-11,2.74e-12,3.88e-13,4.97e-14,6.12e-15,6.74e-16,7.17e-17,6.73e-18,6.13e-19,4.99e-20,3.84e-21,2.7e-22,1.82e-23,1.04e-24,6.12e-26,3.29e-27,1.59e-28,6.74e-30,2.38e-31
"12.2",12.2,0.0703,0.0669,0.0755,0.0749,0.0668,0.0543,0.043,0.0324,0.0221,0.0138,0.0138,0.0081,0.00426,0.00217,0.000979,0.000426,0.000166,6.21e-05,2.1e-05,6.6e-06,1.92e-06,5.14e-07,1.27e-07,2.95e-08,6.28e-09,1.25e-09,2.3e-10,3.9e-11,6.11e-12,8.92e-13,1.17e-13,1.49e-14,1.68e-15,1.84e-16,1.78e-17,1.67e-18,1.4e-19,1.11e-20,8.01e-22,5.54e-23,3.26e-24,1.98e-25,1.09e-26,5.43e-28,2.37e-29,8.62e-31
"12.3",12.3,0.0776,0.0705,0.0819,0.0835,0.0766,0.064,0.0522,0.0405,0.0284,0.0182,0.0182,0.011,0.00596,0.00313,0.00145,0.000649,0.00026,1e-04,3.48e-05,1.13e-05,3.37e-06,9.28e-07,2.37e-07,5.65e-08,1.24e-08,2.53e-09,4.79e-10,8.35e-11,1.35e-11,2.02e-12,2.74e-13,3.57e-14,4.16e-15,4.68e-16,4.65e-17,4.49e-18,3.86e-19,3.15e-20,2.34e-21,1.67e-22,1.01e-23,6.3e-25,3.58e-26,1.83e-27,8.23e-29,3.08e-30
"12.4",12.4,0.0856,0.0733,0.0876,0.092,0.0868,0.0746,0.0626,0.05,0.036,0.0237,0.0237,0.0148,0.00823,0.00445,0.00212,0.000977,0.000402,0.00016,5.7e-05,1.9e-05,5.84e-06,1.66e-06,4.35e-07,1.07e-07,2.4e-08,5.05e-09,9.84e-10,1.77e-10,2.93e-11,4.53e-12,6.31e-13,8.45e-14,1.01e-14,1.17e-15,1.2e-16,1.19e-17,1.06e-18,8.85e-20,6.78e-21,4.96e-22,3.09e-23,1.98e-24,1.16e-25,6.1e-27,2.82e-28,1.09e-29
"12.5",12.5,0.0941,0.0753,0.0926,0.1,0.0971,0.0859,0.0741,0.0609,0.0452,0.0306,0.0306,0.0196,0.0112,0.00625,0.00306,0.00145,0.000615,0.000251,9.23e-05,3.16e-05,1e-05,2.92e-06,7.88e-07,1.99e-07,4.61e-08,9.97e-09,2e-09,3.69e-10,6.3e-11,1e-11,1.43e-12,1.98e-13,2.44e-14,2.91e-15,3.06e-16,3.12e-17,2.85e-18,2.46e-19,1.94e-20,1.46e-21,9.33e-23,6.17e-24,3.71e-25,2.01e-26,9.55e-28,3.78e-29
"12.6",12.6,0.1034,0.0764,0.0967,0.1074,0.1073,0.0977,0.0867,0.0733,0.0559,0.039,0.039,0.0257,0.0152,0.00866,0.00437,0.00213,0.000929,0.00039,0.000148,5.2e-05,1.69e-05,5.08e-06,1.41e-06,3.67e-07,8.73e-08,1.94e-08,4.01e-09,7.62e-10,1.34e-10,2.19e-11,3.22e-12,4.58e-13,5.81e-14,7.12e-15,7.7e-16,8.09e-17,7.59e-18,6.74e-19,5.46e-20,4.23e-21,2.79e-22,1.89e-23,1.17e-24,6.53e-26,3.19e-27,1.3e-28
"12.7",12.7,0.1133,0.0766,0.0997,0.114,0.1172,0.1097,0.1001,0.0871,0.0684,0.049,0.049,0.0333,0.0202,0.0119,0.00616,0.00309,0.00139,0.000598,0.000233,8.45e-05,2.83e-05,8.73e-06,2.5e-06,6.67e-07,1.64e-07,3.75e-08,7.95e-09,1.55e-09,2.81e-10,4.72e-11,7.16e-12,1.05e-12,1.36e-13,1.72e-14,1.92e-15,2.07e-16,2e-17,1.82e-18,1.52e-19,1.21e-20,8.22e-22,5.75e-23,3.66e-24,2.1e-25,1.06e-26,4.42e-28
"12.8",12.8,0.1239,0.0759,0.1016,0.1195,0.1263,0.1217,0.1143,0.1023,0.0826,0.0609,0.0609,0.0426,0.0265,0.0161,0.00858,0.00443,0.00204,0.000907,0.000363,0.000136,4.67e-05,1.48e-05,4.36e-06,1.2e-06,3.02e-07,7.13e-08,1.56e-08,3.13e-09,5.81e-10,1.01e-10,1.57e-11,2.36e-12,3.17e-13,4.11e-14,4.71e-15,5.23e-16,5.19e-17,4.88e-18,4.19e-19,3.43e-20,2.39e-21,1.72e-22,1.13e-23,6.65e-25,3.44e-26,1.48e-27
"12.9",12.9,0.1353,0.0742,0.1022,0.1237,0.1346,0.1333,0.1288,0.1186,0.0986,0.0748,0.0748,0.0537,0.0345,0.0215,0.0118,0.00626,0.00297,0.00136,0.00056,0.000215,7.62e-05,2.49e-05,7.53e-06,2.13e-06,5.52e-07,1.34e-07,3.01e-08,6.22e-09,1.19e-09,2.12e-10,3.4e-11,5.25e-12,7.26e-13,9.69e-14,1.14e-14,1.31e-15,1.33e-16,1.29e-17,1.14e-18,9.6e-20,6.89e-21,5.1e-22,3.44e-23,2.08e-24,1.11e-25,4.92e-27
"13",13,0.1475,0.0717,0.1016,0.1265,0.1415,0.1443,0.1434,0.1359,0.1162,0.0907,0.0907,0.067,0.0442,0.0283,0.016,0.00875,0.00427,0.00201,0.000852,0.000336,0.000123,4.12e-05,1.28e-05,3.73e-06,9.97e-07,2.49e-07,5.74e-08,1.22e-08,2.4e-09,4.4e-10,7.27e-11,1.16e-11,1.64e-12,2.26e-13,2.74e-14,3.22e-15,3.38e-16,3.37e-17,3.06e-18,2.65e-19,1.96e-20,1.49e-21,1.03e-22,6.45e-24,3.53e-25,1.61e-26
"13.1",13.1,0.1604,0.0684,0.0997,0.1277,0.1471,0.1542,0.1577,0.1537,0.1352,0.1086,0.109,0.0826,0.0561,0.037,0.0215,0.0121,0.00607,0.00294,0.00128,0.00052,0.000195,6.75e-05,2.16e-05,6.47e-06,1.78e-06,4.56e-07,1.08e-07,2.37e-08,4.8e-09,9.05e-10,1.54e-10,2.51e-11,3.68e-12,5.2e-13,6.48e-14,7.84e-15,8.48e-16,8.68e-17,8.1e-18,7.24e-19,5.49e-20,4.3e-21,3.07e-22,1.97e-23,1.11e-24,5.22e-26
"13.2",13.2,0.1742,0.0645,0.0967,0.1274,0.1509,0.1629,0.1713,0.1718,0.1555,0.1285,0.129,0.101,0.0702,0.0476,0.0285,0.0165,0.00851,0.00424,0.0019,0.000794,0.000307,0.000109,3.59e-05,1.11e-05,3.13e-06,8.25e-07,2.02e-07,4.55e-08,9.47e-09,1.84e-09,3.21e-10,5.4e-11,8.12e-12,1.18e-12,1.52e-13,1.89e-14,2.1e-15,2.21e-16,2.12e-17,1.95e-18,1.52e-19,1.23e-20,9.01e-22,5.95e-23,3.45e-24,1.67e-25
"13.3",13.3,0.1888,0.06,0.0926,0.1255,0.153,0.1698,0.1838,0.1896,0.1766,0.1501,0.15,0.121,0.0868,0.0606,0.0373,0.0222,0.0118,0.00604,0.00279,0.0012,0.000476,0.000174,5.9e-05,1.87e-05,5.44e-06,1.48e-06,3.71e-07,8.61e-08,1.84e-08,3.68e-09,6.61e-10,1.14e-10,1.77e-11,2.65e-12,3.5e-13,4.48e-14,5.13e-15,5.56e-16,5.49e-17,5.19e-18,4.17e-19,3.46e-20,2.61e-21,1.78e-22,1.06e-23,5.26e-25
"13.4",13.4,0.2042,0.0552,0.0876,0.1222,0.1532,0.1749,0.1948,0.2067,0.1981,0.1732,0.173,0.143,0.106,0.0761,0.0482,0.0295,0.0161,0.0085,0.00404,0.00178,0.00073,0.000275,9.58e-05,3.12e-05,9.33e-06,2.61e-06,6.75e-07,1.61e-07,3.55e-08,7.28e-09,1.35e-09,2.4e-10,3.82e-11,5.88e-12,7.98e-13,1.05e-13,1.24e-14,1.38e-15,1.4e-16,1.36e-17,1.13e-18,9.63e-20,7.48e-21,5.23e-22,3.21e-23,1.64e-24
"13.5",13.5,0.2204,0.0501,0.0819,0.1174,0.1515,0.178,0.2039,0.2226,0.2194,0.1974,0.197,0.168,0.1279,0.0944,0.0615,0.0387,0.0218,0.0118,0.00577,0.00263,0.0011,0.000428,0.000153,5.15e-05,1.58e-05,4.55e-06,1.21e-06,2.97e-07,6.74e-08,1.42e-08,2.71e-09,4.96e-10,8.13e-11,1.29e-11,1.8e-12,2.44e-13,2.95e-14,3.39e-15,3.54e-16,3.54e-17,3.01e-18,2.65e-19,2.12e-20,1.52e-21,9.6e-23,5.05e-24
"13.6",13.6,0.2375,0.045,0.0755,0.1115,0.148,0.1789,0.2108,0.2368,0.2401,0.2223,0.222,0.195,0.1524,0.1158,0.0776,0.0503,0.0291,0.0162,0.00816,0.00382,0.00165,0.000658,0.000243,8.38e-05,2.65e-05,7.84e-06,2.15e-06,5.42e-07,1.27e-07,2.75e-08,5.38e-09,1.01e-09,1.71e-10,2.78e-11,4e-12,5.58e-13,6.96e-14,8.21e-15,8.83e-16,9.09e-17,7.95e-18,7.18e-19,5.91e-20,4.37e-21,2.84e-22,1.54e-23
"13.7",13.7,0.2554,0.0398,0.0689,0.1046,0.1428,0.1776,0.2153,0.2488,0.2595,0.2472,0.2472,0.2228,0.1794,0.1402,0.0967,0.0644,0.0384,0.022,0.0114,0.00548,0.00244,0.001,0.00038,0.000135,4.39e-05,1.34e-05,3.77e-06,9.78e-07,2.35e-07,5.24e-08,1.06e-08,2.05e-09,3.55e-10,5.95e-11,8.8e-12,1.26e-12,1.62e-13,1.96e-14,2.18e-15,2.3e-16,2.07e-17,1.93e-18,1.63e-19,1.24e-20,8.29e-22,4.61e-23
"13.8",13.8,0.2742,0.0349,0.062,0.0969,0.1361,0.1741,0.2172,0.2582,0.2771,0.2715,0.2715,0.2518,0.2086,0.1677,0.119,0.0815,0.05,0.0295,0.0157,0.00778,0.00356,0.0015,0.000587,0.000214,7.17e-05,2.25e-05,6.51e-06,1.74e-06,4.3e-07,9.87e-08,2.05e-08,4.08e-09,7.29e-10,1.26e-10,1.91e-11,2.82e-12,3.72e-13,4.64e-14,5.29e-15,5.76e-16,5.34e-17,5.1e-18,4.44e-19,3.48e-20,2.39e-21,1.37e-22
"13.9",13.9,0.2938,0.0301,0.0551,0.0886,0.1281,0.1686,0.2164,0.2646,0.2922,0.2945,0.2945,0.281,0.2395,0.1981,0.1446,0.102,0.0643,0.039,0.0214,0.0109,0.00513,0.00223,0.000895,0.000336,0.000116,3.73e-05,1.11e-05,3.06e-06,7.77e-07,1.84e-07,3.92e-08,8.04e-09,1.48e-09,2.62e-10,4.1e-11,6.22e-12,8.44e-13,1.08e-13,1.27e-14,1.42e-15,1.36e-16,1.33e-17,1.2e-18,9.63e-20,6.81e-21,4.01e-22
"14",14,0.3142,0.0257,0.0484,0.0801,0.1191,0.1613,0.2129,0.2679,0.3044,0.3156,0.3156,0.3098,0.2716,0.2311,0.1736,0.1259,0.0817,0.051,0.0287,0.0151,0.0073,0.00326,0.00135,0.000521,0.000185,6.12e-05,1.88e-05,5.31e-06,1.39e-06,3.38e-07,7.41e-08,1.56e-08,2.95e-09,5.39e-10,8.68e-11,1.36e-11,1.89e-12,2.5e-13,3.02e-14,3.48e-15,3.41e-16,3.45e-17,3.18e-18,2.63e-19,1.92e-20,1.16e-21
"14.1",14.1,0.3353,0.0217,0.042,0.0715,0.1094,0.1524,0.207,0.2679,0.3131,0.334,0.334,0.3374,0.3043,0.2664,0.2058,0.1536,0.1025,0.0659,0.0382,0.0206,0.0103,0.00472,0.00201,0.000798,0.000291,9.92e-05,3.13e-05,9.11e-06,2.45e-06,6.13e-07,1.38e-07,3.01e-08,5.84e-09,1.1e-09,1.82e-10,2.92e-11,4.19e-12,5.7e-13,7.07e-14,8.39e-15,8.46e-16,8.8e-17,8.35e-18,7.12e-19,5.33e-20,3.32e-21
"14.2",14.2,0.3573,0.0181,0.036,0.063,0.0992,0.1422,0.1987,0.2646,0.3182,0.349,0.349,0.3629,0.3367,0.3033,0.2411,0.1851,0.1271,0.084,0.0501,0.0278,0.0143,0.00674,0.00295,0.00121,0.000453,0.000159,5.16e-05,1.54e-05,4.27e-06,1.1e-06,2.55e-07,5.7e-08,1.14e-08,2.2e-09,3.75e-10,6.21e-11,9.17e-12,1.28e-12,1.64e-13,2e-14,2.07e-15,2.22e-16,2.16e-17,1.9e-18,1.46e-19,9.38e-21
"14.3",14.3,0.3799,0.0149,0.0305,0.0549,0.0889,0.1311,0.1884,0.2582,0.3194,0.361,0.361,0.3855,0.368,0.341,0.2789,0.2203,0.1556,0.1058,0.0649,0.0371,0.0196,0.00951,0.00428,0.0018,0.000696,0.000251,8.39e-05,2.58e-05,7.35e-06,1.95e-06,4.65e-07,1.07e-07,2.2e-08,4.37e-09,7.66e-10,1.3e-10,1.98e-11,2.85e-12,3.74e-13,4.7e-14,5.02e-15,5.53e-16,5.55e-17,5e-18,3.97e-19,2.62e-20
"14.4",14.4,0.4032,0.0121,0.0255,0.0472,0.0786,0.1193,0.1765,0.2488,0.3166,0.368,0.368,0.4045,0.3973,0.3787,0.3186,0.259,0.1882,0.1317,0.0831,0.0488,0.0265,0.0133,0.00614,0.00266,0.00106,0.000392,0.000135,4.27e-05,1.25e-05,3.4e-06,8.37e-07,1.98e-07,4.19e-08,8.56e-09,1.54e-09,2.7e-10,4.23e-11,6.26e-12,8.46e-13,1.09e-13,1.2e-14,1.36e-15,1.4e-16,1.3e-17,1.06e-18,7.21e-20
"14.5",14.5,0.4271,0.0097,0.0211,0.0401,0.0687,0.1073,0.1633,0.2368,0.31,0.371,0.371,0.4193,0.4237,0.4155,0.3596,0.3007,0.2249,0.1618,0.1051,0.0635,0.0355,0.0182,0.0087,0.00387,0.00158,0.000604,0.000214,6.97e-05,2.1e-05,5.88e-06,1.49e-06,3.62e-07,7.88e-08,1.66e-08,3.08e-09,5.54e-10,8.91e-11,1.36e-11,1.89e-12,2.51e-13,2.83e-14,3.3e-15,3.51e-16,3.35e-17,2.81e-18,1.96e-19
"14.6",14.6,0.4516,0.00769,0.0172,0.0337,0.0594,0.0953,0.1492,0.2226,0.3,0.369,0.369,0.4292,0.4462,0.4502,0.4009,0.3449,0.2653,0.1965,0.1312,0.0816,0.0469,0.0248,0.0122,0.00557,0.00234,0.000921,0.000335,0.000112,3.48e-05,1e-05,2.61e-06,6.54e-07,1.46e-07,3.17e-08,6.05e-09,1.12e-09,1.86e-10,2.91e-11,4.16e-12,5.68e-13,6.61e-14,7.93e-15,8.66e-16,8.51e-17,7.34e-18,5.28e-19
"14.7",14.7,0.4766,0.00602,0.0138,0.0279,0.0506,0.0836,0.1347,0.2067,0.287,0.362,0.362,0.434,0.4642,0.4818,0.4414,0.3906,0.3092,0.2355,0.1618,0.1035,0.0612,0.0333,0.0168,0.00793,0.00343,0.00139,0.000519,0.000179,5.7e-05,1.69e-05,4.53e-06,1.17e-06,2.69e-07,5.99e-08,1.18e-08,2.24e-09,3.82e-10,6.15e-11,9.05e-12,1.27e-12,1.52e-13,1.88e-14,2.11e-15,2.13e-16,1.9e-17,1.4e-18
"14.8",14.8,0.5021,0.00466,0.011,0.0228,0.0426,0.0725,0.1201,0.1896,0.27,0.352,0.352,0.4335,0.477,0.5093,0.4801,0.4371,0.3559,0.279,0.1972,0.1298,0.0789,0.0442,0.0229,0.0111,0.00495,0.00206,0.000793,0.000282,9.23e-05,2.82e-05,7.76e-06,2.06e-06,4.88e-07,1.12e-07,2.26e-08,4.43e-09,7.75e-10,1.29e-10,1.95e-11,2.82e-12,3.46e-13,4.4e-14,5.09e-15,5.29e-16,4.83e-17,3.67e-18
"14.9",14.9,0.5279,0.00356,0.00865,0.0185,0.0355,0.062,0.1057,0.172,0.252,0.337,0.337,0.4276,0.4841,0.5318,0.5157,0.4831,0.4047,0.3263,0.2373,0.1607,0.1005,0.0579,0.0309,0.0154,0.00707,0.00302,0.0012,0.000437,0.000148,4.64e-05,1.31e-05,3.58e-06,8.73e-07,2.06e-07,4.28e-08,8.63e-09,1.56e-09,2.65e-10,4.13e-11,6.15e-12,7.78e-13,1.02e-13,1.21e-14,1.29e-15,1.22e-16,9.52e-18
"15",15,0.5539,0.00269,0.00672,0.0148,0.0291,0.0524,0.092,0.154,0.232,0.32,0.32,0.4167,0.4853,0.5485,0.5472,0.5273,0.4545,0.377,0.2821,0.1965,0.1265,0.075,0.0412,0.0211,0.01,0.00438,0.00179,0.000671,0.000233,7.53e-05,2.19e-05,6.16e-06,1.54e-06,3.74e-07,8.01e-08,1.66e-08,3.08e-09,5.41e-10,8.67e-11,1.33e-11,1.73e-12,2.32e-13,2.84e-14,3.13e-15,3.03e-16,2.44e-17
"15.1",15.1,0.5802,0.002,0.00515,0.0116,0.0237,0.0438,0.079,0.136,0.211,0.299,0.299,0.401,0.4805,0.5588,0.5735,0.5686,0.5042,0.4303,0.3312,0.2373,0.1572,0.0959,0.0542,0.0286,0.0139,0.00628,0.00263,0.00102,0.000363,0.000121,3.62e-05,1.05e-05,2.7e-06,6.73e-07,1.48e-07,3.16e-08,6.03e-09,1.09e-09,1.8e-10,2.83e-11,3.79e-12,5.24e-13,6.6e-14,7.47e-15,7.43e-16,6.16e-17
"15.2",15.2,0.6065,0.00147,0.0039,0.00907,0.019,0.0361,0.067,0.119,0.189,0.276,0.276,0.3812,0.47,0.5622,0.5936,0.6055,0.5524,0.485,0.3841,0.2832,0.193,0.1211,0.0704,0.0382,0.0191,0.00888,0.00383,0.00152,0.00056,0.000191,5.91e-05,1.75e-05,4.66e-06,1.19e-06,2.7e-07,5.94e-08,1.17e-08,2.17e-09,3.67e-10,5.96e-11,8.21e-12,1.17e-12,1.51e-13,1.76e-14,1.8e-15,1.54e-16
"15.3",15.3,0.6329,0.00107,0.00292,0.00698,0.015,0.0294,0.0562,0.102,0.168,0.252,0.252,0.358,0.454,0.5588,0.607,0.637,0.5978,0.54,0.4399,0.3337,0.2339,0.151,0.0903,0.0505,0.0259,0.0124,0.00551,0.00225,0.000852,3e-04,9.51e-05,2.91e-05,7.94e-06,2.1e-06,4.88e-07,1.1e-07,2.23e-08,4.26e-09,7.43e-10,1.24e-10,1.76e-11,2.57e-12,3.43e-13,4.11e-14,4.32e-15,3.79e-16
